group,p,letter,noise,sample_idx,seed,target_idx,motivo,iters,outcome,convergio_a,hamming_input_target,hamming_output_target,hamming_input_output,energia_inicial,energia_final
AL,2,A,0.5,12,13,0,cycle,3,CICLO,,10,6,16,-8.326672684688674e-17,-5.76
AL,2,A,0.5,13,14,0,stable,2,TP,A,8,0,8,-0.7999999999999999,-11.520000000000001
AL,2,A,0.5,14,15,0,cycle,3,CICLO,,10,6,16,1.1102230246251565e-16,-5.76
AL,2,A,0.5,15,16,0,cycle,3,CICLO,,13,19,18,0.96,-5.76
AL,2,A,0.5,16,17,0,stable,2,COMPLEMENT,-A,14,25,11,0.8,-11.520000000000001
AL,2,A,0.5,17,18,0,stable,2,TP,A,9,0,9,-2.7755575615628914e-17,-11.520000000000001
AL,2,A,0.5,18,19,0,stable,3,FP,L,12,13,11,0.8,-11.520000000000001
AL,2,A,0.5,19,20,0,cycle,3,CICLO,,16,19,15,-0.9599999999999997,-5.76
AL,2,A,0.5,20,21,0,stable,2,COMPLEMENT,-L,12,12,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.5,21,22,0,cycle,3,CICLO,,15,19,16,-1.1102230246251565e-16,-5.760000000000001
AL,2,A,0.5,22,23,0,stable,3,FP,L,12,13,11,0.7999999999999998,-11.520000000000001
AL,2,A,0.5,23,24,0,stable,2,FP,L,12,13,11,0.8000000000000002,-11.520000000000001
AL,2,A,0.5,24,25,0,stable,2,FP,L,14,13,9,-0.15999999999999998,-11.520000000000001
AL,2,A,0.5,25,26,0,stable,2,TP,A,10,0,10,0.32000000000000006,-11.520000000000001
AL,2,A,0.5,26,27,0,cycle,3,CICLO,,14,19,17,0.64,-5.76
AL,2,A,0.5,27,28,0,stable,2,COMPLEMENT,-L,12,12,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.5,28,29,0,stable,2,COMPLEMENT,-L,14,12,10,0.32,-11.520000000000001
AL,2,A,0.5,29,30,0,cycle,3,CICLO,,12,6,18,0.96,-5.76
AL,2,A,0.55,0,1,0,stable,2,COMPLEMENT,-A,17,25,8,-0.6399999999999999,-11.520000000000001
AL,2,A,0.55,1,2,0,cycle,3,CICLO,,14,19,17,0.64,-5.76
AL,2,A,0.55,2,3,0,stable,2,COMPLEMENT,-A,15,25,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.55,3,4,0,stable,2,TP,A,11,0,11,0.8,-11.520000000000001
AL,2,A,0.55,4,5,0,stable,2,COMPLEMENT,-A,14,25,11,0.8,-11.520000000000001
AL,2,A,0.55,5,6,0,stable,2,FP,L,14,13,7,-1.5999999999999996,-11.520000000000001
AL,2,A,0.55,6,7,0,stable,2,FP,L,13,13,10,0.48000000000000015,-11.520000000000001
AL,2,A,0.55,7,8,0,stable,2,COMPLEMENT,-A,17,25,8,-0.6400000000000001,-11.520000000000001
AL,2,A,0.55,8,9,0,stable,2,TP,A,9,0,9,-0.1600000000000002,-11.520000000000001
AL,2,A,0.55,9,10,0,stable,2,COMPLEMENT,-L,11,12,9,-0.15999999999999998,-11.520000000000001
AL,2,A,0.55,10,11,0,cycle,3,CICLO,,15,19,16,-1.1102230246251565e-16,-5.76
AL,2,A,0.55,11,12,0,stable,2,COMPLEMENT,-A,16,25,9,8.326672684688674e-17,-11.520000000000001
AL,2,A,0.55,12,13,0,stable,2,COMPLEMENT,-L,12,12,10,0.48000000000000004,-11.520000000000001
AL,2,A,0.55,13,14,0,stable,2,TP,A,10,0,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.55,14,15,0,stable,2,COMPLEMENT,-L,11,12,9,-0.16000000000000014,-11.520000000000001
AL,2,A,0.55,15,16,0,cycle,3,CICLO,,13,19,18,0.96,-5.76
AL,2,A,0.55,16,17,0,stable,2,COMPLEMENT,-A,14,25,11,0.8,-11.520000000000001
AL,2,A,0.55,17,18,0,stable,2,TP,A,9,0,9,-2.7755575615628914e-17,-11.520000000000001
AL,2,A,0.55,18,19,0,cycle,4,CICLO,,13,19,6,0.9600000000000001,-5.76
AL,2,A,0.55,19,20,0,cycle,3,CICLO,,17,19,14,-2.24,-5.76
AL,2,A,0.55,20,21,0,stable,2,COMPLEMENT,-L,12,12,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.55,21,22,0,cycle,3,CICLO,,16,19,15,-0.9600000000000001,-5.760000000000001
AL,2,A,0.55,22,23,0,cycle,3,CICLO,,14,19,17,0.6400000000000001,-5.76
AL,2,A,0.55,23,24,0,stable,2,FP,L,13,13,10,0.48000000000000015,-11.520000000000001
AL,2,A,0.55,24,25,0,stable,2,COMPLEMENT,-A,16,25,9,-0.15999999999999995,-11.520000000000001
AL,2,A,0.55,25,26,0,cycle,4,CICLO,,13,19,6,0.96,-5.76
AL,2,A,0.55,26,27,0,cycle,3,CICLO,,14,19,17,0.64,-5.76
AL,2,A,0.55,27,28,0,stable,2,COMPLEMENT,-L,14,12,8,-0.8,-11.520000000000001
AL,2,A,0.55,28,29,0,stable,2,COMPLEMENT,-A,16,25,9,5.551115123125783e-17,-11.520000000000001
AL,2,A,0.55,29,30,0,stable,2,COMPLEMENT,-L,13,12,11,0.8000000000000002,-11.520000000000001
AL,2,A,0.6,0,1,0,stable,2,COMPLEMENT,-A,17,25,8,-0.6399999999999999,-11.520000000000001
AL,2,A,0.6,1,2,0,stable,2,COMPLEMENT,-A,15,25,10,0.48000000000000004,-11.520000000000001
AL,2,A,0.6,2,3,0,stable,2,COMPLEMENT,-A,17,25,8,-1.12,-11.520000000000001
AL,2,A,0.6,3,4,0,stable,2,TP,A,11,0,11,0.8,-11.520000000000001
AL,2,A,0.6,4,5,0,stable,2,COMPLEMENT,-A,15,25,10,0.32000000000000006,-11.520000000000001
AL,2,A,0.6,5,6,0,stable,2,FP,L,14,13,7,-1.5999999999999996,-11.520000000000001
AL,2,A,0.6,6,7,0,cycle,3,CICLO,,14,19,17,0.64,-5.76
AL,2,A,0.6,7,8,0,stable,2,COMPLEMENT,-A,18,25,7,-1.4399999999999997,-11.520000000000001
AL,2,A,0.6,8,9,0,stable,2,TP,A,9,0,9,-0.1600000000000002,-11.520000000000001
AL,2,A,0.6,9,10,0,stable,2,COMPLEMENT,-L,12,12,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.6,10,11,0,cycle,3,CICLO,,16,19,15,-0.9600000000000003,-5.76
AL,2,A,0.6,11,12,0,stable,2,COMPLEMENT,-A,16,25,9,8.326672684688674e-17,-11.520000000000001
AL,2,A,0.6,12,13,0,stable,2,COMPLEMENT,-L,12,12,10,0.48000000000000004,-11.520000000000001
AL,2,A,0.6,13,14,0,stable,2,FP,L,12,13,11,0.7999999999999999,-11.520000000000001
AL,2,A,0.6,14,15,0,stable,2,COMPLEMENT,-L,13,12,9,1.1102230246251565e-16,-11.520000000000001
AL,2,A,0.6,15,16,0,cycle,3,CICLO,,15,19,16,-1.3877787807814457e-16,-5.76
AL,2,A,0.6,16,17,0,stable,2,COMPLEMENT,-A,17,25,8,-0.6399999999999999,-11.520000000000001
AL,2,A,0.6,17,18,0,cycle,3,CICLO,,11,6,17,0.6399999999999999,-5.76
AL,2,A,0.6,18,19,0,cycle,4,CICLO,,13,19,6,0.9600000000000001,-5.76
AL,2,A,0.6,19,20,0,cycle,3,CICLO,,18,19,13,-3.84,-5.76
AL,2,A,0.6,20,21,0,stable,2,COMPLEMENT,-L,12,12,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.6,21,22,0,cycle,3,CICLO,,17,19,14,-2.24,-5.760000000000001
AL,2,A,0.6,22,23,0,cycle,3,CICLO,,14,19,17,0.6400000000000001,-5.76
AL,2,A,0.6,23,24,0,stable,2,COMPLEMENT,-A,16,25,9,-0.16000000000000014,-11.520000000000001
AL,2,A,0.6,24,25,0,stable,2,COMPLEMENT,-A,18,25,7,-1.5999999999999996,-11.520000000000001
AL,2,A,0.6,25,26,0,stable,3,COMPLEMENT,-A,15,25,10,0.32,-11.520000000000001
AL,2,A,0.6,26,27,0,cycle,3,CICLO,,14,19,17,0.64,-5.76
AL,2,A,0.6,27,28,0,stable,2,COMPLEMENT,-L,14,12,8,-0.8,-11.520000000000001
AL,2,A,0.6,28,29,0,stable,2,COMPLEMENT,-A,16,25,9,5.551115123125783e-17,-11.520000000000001
AL,2,A,0.6,29,30,0,stable,2,COMPLEMENT,-A,16,25,9,-0.15999999999999975,-11.520000000000001
AL,2,A,0.65,0,1,0,stable,2,COMPLEMENT,-A,17,25,8,-0.6399999999999999,-11.520000000000001
AL,2,A,0.65,1,2,0,stable,2,COMPLEMENT,-A,17,25,8,-0.7999999999999999,-11.520000000000001
AL,2,A,0.65,2,3,0,stable,2,COMPLEMENT,-A,18,25,7,-1.6,-11.520000000000001
AL,2,A,0.65,3,4,0,cycle,3,CICLO,,13,19,18,0.96,-5.76
AL,2,A,0.65,4,5,0,stable,2,COMPLEMENT,-A,15,25,10,0.32000000000000006,-11.520000000000001
AL,2,A,0.65,5,6,0,cycle,3,CICLO,,16,19,15,-0.96,-5.76
AL,2,A,0.65,6,7,0,stable,2,COMPLEMENT,-A,17,25,8,-1.12,-11.520000000000001
AL,2,A,0.65,7,8,0,stable,2,COMPLEMENT,-A,20,25,5,-3.5200000000000005,-11.520000000000001
AL,2,A,0.65,8,9,0,stable,2,TP,A,10,0,10,0.4799999999999999,-11.520000000000001
AL,2,A,0.65,9,10,0,stable,2,COMPLEMENT,-L,12,12,10,0.4800000000000001,-11.520000000000001
AL,2,A,0.65,10,11,0,cycle,3,CICLO,,18,19,13,-3.84,-5.76
AL,2,A,0.65,11,12,0,stable,2,COMPLEMENT,-A,16,25,9,8.326672684688674e-17,-11.520000000000001
AL,2,A,0.65,12,13,0,stable,2,COMPLEMENT,-L,13,12,9,1.1102230246251565e-16,-11.520000000000001
AL,2,A,0.65,13,14,0,cycle,3,CICLO,,14,19,17,0.6399999999999999,-5.76
AL,2,A,0.65,14,15,0,stable,2,COMPLEMENT,-L,13,12,9,1.1102230246251565e-16,-11.520000000000001
AL,2,A,0.65,15,16,0,stable,2,COMPLEMENT,-A,16,25,9,-0.1600000000000001,-11.520000000000001
AL,2,A,0.65,16,17,0,stable,2,COMPLEMENT,-A,20,25,5,-3.5200000000000005,-11.520000000000001
AL,2,A,0.65,17,18,0,stable,2,COMPLEMENT,-A,15,25,10,0.32,-11.520000000000001
AL,2,A,0.65,18,19,0,stable,2,COMPLEMENT,-A,16,25,9,-8.326672684688674e-17,-11.520000000000001
AL,2,A,0.65,19,20,0,stable,2,COMPLEMENT,-A,20,25,5,-5.92,-11.520000000000001
AL,2,A,0.65,20,21,0,stable,3,COMPLEMENT,-L,14,12,10,0.32000000000000006,-11.520000000000001
AL,2,A,0.65,21,22,0,stable,2,COMPLEMENT,-A,18,25,7,-2.4,-11.520000000000001
AL,2,A,0.65,22,23,0,stable,2,COMPLEMENT,-A,16,25,9,-0.1599999999999998,-11.520000000000001
AL,2,A,0.65,23,24,0,stable,2,COMPLEMENT,-A,18,25,7,-1.44,-11.520000000000001
AL,2,A,0.65,24,25,0,stable,2,COMPLEMENT,-A,18,25,7,-1.5999999999999996,-11.520000000000001
AL,2,A,0.65,25,26,0,stable,3,COMPLEMENT,-A,16,25,9,-0.4799999999999999,-11.520000000000001
AL,2,A,0.65,26,27,0,stable,2,COMPLEMENT,-A,15,25,10,0.48000000000000004,-11.520000000000001
AL,2,A,0.65,27,28,0,stable,3,COMPLEMENT,-L,16,12,8,-1.6000000000000005,-11.520000000000001
AL,2,A,0.65,28,29,0,stable,2,COMPLEMENT,-A,18,25,7,-1.5999999999999999,-11.520000000000001
AL,2,A,0.65,29,30,0,stable,2,COMPLEMENT,-A,18,25,7,-1.6,-11.520000000000001
AL,2,L,0.05,0,1,1,stable,2,TP,L,1,0,1,-9.6,-11.520000000000001
AL,2,L,0.05,1,2,1,stable,1,TP,L,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,L,0.05,2,3,1,stable,2,TP,L,1,0,1,-9.76,-11.520000000000001
AL,2,L,0.05,3,4,1,stable,1,TP,L,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,L,0.05,4,5,1,stable,2,TP,L,2,0,2,-8.32,-11.520000000000001
AL,2,L,0.05,5,6,1,stable,2,TP,L,2,0,2,-7.84,-11.520000000000001
AL,2,L,0.05,6,7,1,stable,2,TP,L,3,0,3,-6.4,-11.520000000000001
AL,2,L,0.05,7,8,1,stable,2,TP,L,1,0,1,-9.76,-11.520000000000001
AL,2,L,0.05,8,9,1,stable,2,TP,L,2,0,2,-7.84,-11.520000000000001
AL,2,L,0.05,9,10,1,stable,1,TP,L,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,L,0.05,10,11,1,stable,2,TP,L,1,0,1,-9.6,-11.520000000000001
AL,2,L,0.05,11,12,1,stable,2,TP,L,1,0,1,-9.76,-11.520000000000001
AL,2,L,0.05,12,13,1,stable,2,TP,L,1,0,1,-9.76,-11.520000000000001
AL,2,L,0.05,13,14,1,stable,1,TP,L,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,L,0.05,14,15,1,stable,2,TP,L,2,0,2,-8.0,-11.520000000000001
AL,2,L,0.05,15,16,1,stable,2,TP,L,2,0,2,-8.32,-11.520000000000001
AL,2,L,0.05,16,17,1,stable,2,TP,L,3,0,3,-6.4,-11.520000000000001
AL,2,L,0.05,17,18,1,stable,2,TP,L,2,0,2,-7.840000000000001,-11.520000000000001
AL,2,L,0.05,18,19,1,stable,2,TP,L,1,0,1,-9.76,-11.520000000000001
AL,2,L,0.05,19,20,1,stable,2,TP,L,1,0,1,-9.76,-11.520000000000001
AL,2,L,0.05,20,21,1,stable,2,TP,L,1,0,1,-9.6,-11.520000000000001
AL,2,L,0.05,21,22,1,stable,1,TP,L,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,L,0.05,22,23,1,stable,2,TP,L,1,0,1,-9.76,-11.520000000000001
AL,2,L,0.05,23,24,1,stable,2,TP,L,2,0,2,-7.84,-11.520000000000001
AL,2,L,0.05,24,25,1,stable,2,TP,L,2,0,2,-7.84,-11.520000000000001
AL,2,L,0.05,25,26,1,stable,1,TP,L,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,L,0.05,26,27,1,stable,2,TP,L,2,0,2,-7.84,-11.520000000000001
AL,2,L,0.05,27,28,1,stable,2,TP,L,2,0,2,-7.999999999999999,-11.520000000000001
AL,2,L,0.05,28,29,1,stable,2,TP,L,3,0,3,-7.2,-11.520000000000001
AL,2,L,0.05,29,30,1,stable,1,TP,L,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,L,0.1,0,1,1,stable,2,TP,L,1,0,1,-9.6,-11.520000000000001
AL,2,L,0.1,1,2,1,stable,2,TP,L,2,0,2,-7.840000000000001,-11.520000000000001
AL,2,L,0.1,2,3,1,stable,2,TP,L,3,0,3,-6.4,-11.520000000000001
AL,2,L,0.1,3,4,1,stable,2,TP,L,1,0,1,-9.6,-11.520000000000001
AL,2,L,0.1,4,5,1,stable,2,TP,L,5,0,5,-3.68,-11.520000000000001
AL,2,L,0.1,5,6,1,stable,2,TP,L,3,0,3,-6.4,-11.520000000000001
AL,2,L,0.1,6,7,1,stable,2,TP,L,3,0,3,-6.4,-11.520000000000001
AL,2,L,0.1,7,8,1,stable,2,TP,L,1,0,1,-9.76,-11.520000000000001
AL,2,L,0.1,8,9,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.1,9,10,1,stable,1,TP,L,0,0,0,-11.520000000000001,-11.520000000000001
AL,2,L,0.1,10,11,1,stable,2,TP,L,2,0,2,-7.84,-11.520000000000001
AL,2,L,0.1,11,12,1,stable,2,TP,L,2,0,2,-8.32,-11.520000000000001
AL,2,L,0.1,12,13,1,stable,2,TP,L,3,0,3,-6.4,-11.520000000000001
AL,2,L,0.1,13,14,1,stable,2,TP,L,1,0,1,-9.6,-11.520000000000001
AL,2,L,0.1,14,15,1,stable,2,TP,L,2,0,2,-8.0,-11.520000000000001
AL,2,L,0.1,15,16,1,stable,2,TP,L,3,0,3,-6.4,-11.520000000000001
AL,2,L,0.1,16,17,1,stable,2,TP,L,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,L,0.1,17,18,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.1,18,19,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.1,19,20,1,stable,2,TP,L,6,0,6,-2.4,-11.520000000000001
AL,2,L,0.1,20,21,1,stable,2,TP,L,2,0,2,-8.0,-11.520000000000001
AL,2,L,0.1,21,22,1,stable,2,TP,L,4,0,4,-4.96,-11.520000000000001
AL,2,L,0.1,22,23,1,stable,2,TP,L,2,0,2,-7.84,-11.520000000000001
AL,2,L,0.1,23,24,1,stable,2,TP,L,4,0,4,-5.279999999999999,-11.520000000000001
AL,2,L,0.1,24,25,1,stable,2,TP,L,2,0,2,-7.84,-11.520000000000001
AL,2,L,0.1,25,26,1,stable,2,TP,L,1,0,1,-9.600000000000001,-11.520000000000001
AL,2,L,0.1,26,27,1,stable,2,TP,L,2,0,2,-7.84,-11.520000000000001
AL,2,L,0.1,27,28,1,stable,2,TP,L,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,L,0.1,28,29,1,stable,2,TP,L,4,0,4,-5.279999999999999,-11.520000000000001
AL,2,L,0.1,29,30,1,stable,2,TP,L,2,0,2,-8.0,-11.520000000000001
AL,2,L,0.15,0,1,1,stable,2,TP,L,3,0,3,-6.239999999999999,-11.520000000000001
AL,2,L,0.15,1,2,1,stable,2,TP,L,2,0,2,-7.840000000000001,-11.520000000000001
AL,2,L,0.15,2,3,1,stable,2,TP,L,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,L,0.15,3,4,1,stable,2,TP,L,2,0,2,-8.0,-11.520000000000001
AL,2,L,0.15,4,5,1,stable,2,TP,L,5,0,5,-3.68,-11.520000000000001
AL,2,L,0.15,5,6,1,stable,2,TP,L,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,L,0.15,6,7,1,stable,2,TP,L,3,0,3,-6.4,-11.520000000000001
AL,2,L,0.15,7,8,1,stable,2,TP,L,2,0,2,-8.32,-11.520000000000001
AL,2,L,0.15,8,9,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.15,9,10,1,stable,2,TP,L,4,0,4,-5.28,-11.520000000000001
AL,2,L,0.15,10,11,1,stable,2,TP,L,6,0,6,-2.4000000000000004,-11.520000000000001
AL,2,L,0.15,11,12,1,stable,2,TP,L,4,0,4,-5.28,-11.520000000000001
AL,2,L,0.15,12,13,1,stable,2,TP,L,4,0,4,-5.28,-11.520000000000001
AL,2,L,0.15,13,14,1,stable,2,TP,L,1,0,1,-9.6,-11.520000000000001
AL,2,L,0.15,14,15,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.15,15,16,1,stable,2,TP,L,4,0,4,-5.28,-11.520000000000001
AL,2,L,0.15,16,17,1,stable,2,TP,L,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,L,0.15,17,18,1,stable,2,TP,L,5,0,5,-3.52,-11.520000000000001
AL,2,L,0.15,18,19,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.15,19,20,1,stable,2,TP,L,8,0,8,-0.8,-11.520000000000001
AL,2,L,0.15,20,21,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.15,21,22,1,stable,2,TP,L,5,0,5,-3.52,-11.520000000000001
AL,2,L,0.15,22,23,1,stable,2,TP,L,4,0,4,-4.96,-11.520000000000001
AL,2,L,0.15,23,24,1,stable,2,TP,L,4,0,4,-5.279999999999999,-11.520000000000001
AL,2,L,0.15,24,25,1,stable,2,TP,L,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,L,0.15,25,26,1,stable,2,TP,L,1,0,1,-9.600000000000001,-11.520000000000001
AL,2,L,0.15,26,27,1,stable,2,TP,L,3,0,3,-6.239999999999999,-11.520000000000001
AL,2,L,0.15,27,28,1,stable,2,TP,L,6,0,6,-2.3999999999999995,-11.520000000000001
AL,2,L,0.15,28,29,1,stable,2,TP,L,5,0,5,-4.48,-11.520000000000001
AL,2,L,0.15,29,30,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.2,0,1,1,stable,2,TP,L,3,0,3,-6.239999999999999,-11.520000000000001
AL,2,L,0.2,1,2,1,stable,2,TP,L,5,0,5,-3.52,-11.520000000000001
AL,2,L,0.2,2,3,1,stable,2,TP,L,5,0,5,-3.6800000000000006,-11.520000000000001
AL,2,L,0.2,3,4,1,stable,2,TP,L,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,L,0.2,4,5,1,stable,2,TP,L,5,0,5,-3.68,-11.520000000000001
AL,2,L,0.2,5,6,1,stable,2,TP,L,6,0,6,-2.56,-11.520000000000001
AL,2,L,0.2,6,7,1,stable,2,TP,L,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,L,0.2,7,8,1,stable,2,TP,L,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,L,0.2,8,9,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.2,9,10,1,stable,2,TP,L,4,0,4,-5.28,-11.520000000000001
AL,2,L,0.2,10,11,1,stable,2,TP,L,6,0,6,-2.4000000000000004,-11.520000000000001
AL,2,L,0.2,11,12,1,stable,2,TP,L,7,0,7,-1.44,-11.520000000000001
AL,2,L,0.2,12,13,1,stable,2,TP,L,4,0,4,-5.28,-11.520000000000001
AL,2,L,0.2,13,14,1,stable,2,TP,L,1,0,1,-9.6,-11.520000000000001
AL,2,L,0.2,14,15,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.2,15,16,1,stable,2,TP,L,7,0,7,-2.4,-11.520000000000001
AL,2,L,0.2,16,17,1,stable,2,TP,L,7,0,7,-1.4400000000000002,-11.520000000000001
AL,2,L,0.2,17,18,1,stable,2,TP,L,5,0,5,-3.52,-11.520000000000001
AL,2,L,0.2,18,19,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.2,19,20,1,stable,2,TP,L,8,0,8,-0.8,-11.520000000000001
AL,2,L,0.2,20,21,1,stable,2,TP,L,5,0,5,-3.6800000000000006,-11.520000000000001
AL,2,L,0.2,21,22,1,stable,2,TP,L,7,0,7,-1.9200000000000004,-11.520000000000001
AL,2,L,0.2,22,23,1,stable,2,TP,L,4,0,4,-4.96,-11.520000000000001
AL,2,L,0.2,23,24,1,stable,2,TP,L,5,0,5,-3.68,-11.520000000000001
AL,2,L,0.2,24,25,1,stable,2,TP,L,7,0,7,-1.44,-11.520000000000001
AL,2,L,0.2,25,26,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.2,26,27,1,stable,2,TP,L,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,L,0.2,27,28,1,stable,2,TP,L,7,0,7,-1.6,-11.520000000000001
AL,2,L,0.2,28,29,1,stable,2,TP,L,6,0,6,-4.0,-11.520000000000001
AL,2,L,0.2,29,30,1,stable,2,TP,L,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,L,0.25,0,1,1,stable,2,TP,L,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,L,0.25,1,2,1,stable,2,TP,L,5,0,5,-3.52,-11.520000000000001
AL,2,L,0.25,2,3,1,stable,2,TP,L,6,0,6,-2.4,-11.520000000000001
AL,2,L,0.25,3,4,1,stable,2,TP,L,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,L,0.25,4,5,1,stable,2,TP,L,6,0,6,-2.3999999999999995,-11.520000000000001
AL,2,L,0.25,5,6,1,stable,2,TP,L,7,0,7,-1.44,-11.520000000000001
AL,2,L,0.25,6,7,1,stable,2,TP,L,6,0,6,-2.3999999999999995,-11.520000000000001
AL,2,L,0.25,7,8,1,stable,2,TP,L,6,0,6,-2.3999999999999995,-11.520000000000001
AL,2,L,0.25,8,9,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.25,9,10,1,stable,2,TP,L,6,0,6,-2.88,-11.520000000000001
AL,2,L,0.25,10,11,1,stable,2,TP,L,7,0,7,-1.44,-11.520000000000001
AL,2,L,0.25,11,12,1,stable,2,TP,L,8,0,8,-0.6399999999999999,-11.520000000000001
AL,2,L,0.25,12,13,1,stable,2,TP,L,5,0,5,-4.48,-11.520000000000001
AL,2,L,0.25,13,14,1,stable,2,TP,L,2,0,2,-7.84,-11.520000000000001
AL,2,L,0.25,14,15,1,stable,2,TP,L,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,L,0.25,15,16,1,stable,2,TP,L,7,0,7,-2.4,-11.520000000000001
AL,2,L,0.25,16,17,1,stable,2,TP,L,8,0,8,-0.6400000000000001,-11.520000000000001
AL,2,L,0.25,17,18,1,stable,2,TP,L,5,0,5,-3.52,-11.520000000000001
AL,2,L,0.25,18,19,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.25,19,20,1,stable,2,TP,L,8,0,8,-0.8,-11.520000000000001
AL,2,L,0.25,20,21,1,stable,2,TP,L,7,0,7,-1.5999999999999999,-11.520000000000001
AL,2,L,0.25,21,22,1,stable,2,TP,L,8,0,8,-1.6000000000000003,-11.520000000000001
AL,2,L,0.25,22,23,1,stable,2,TP,L,6,0,6,-2.4000000000000004,-11.520000000000001
AL,2,L,0.25,23,24,1,stable,2,TP,L,5,0,5,-3.68,-11.520000000000001
AL,2,L,0.25,24,25,1,stable,2,TP,L,9,0,9,-0.48000000000000015,-11.520000000000001
AL,2,L,0.25,25,26,1,stable,2,TP,L,6,0,6,-2.5600000000000005,-11.520000000000001
AL,2,L,0.25,26,27,1,stable,2,TP,L,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,L,0.25,27,28,1,stable,2,TP,L,8,0,8,-0.6400000000000001,-11.520000000000001
AL,2,L,0.25,28,29,1,stable,2,TP,L,7,0,7,-2.4,-11.520000000000001
AL,2,L,0.25,29,30,1,stable,2,TP,L,5,0,5,-3.5200000000000005,-11.520000000000001
AL,2,L,0.3,0,1,1,stable,2,TP,L,6,0,6,-2.56,-11.520000000000001
AL,2,L,0.3,1,2,1,stable,2,TP,L,8,0,8,-0.7999999999999999,-11.520000000000001
AL,2,L,0.3,2,3,1,stable,2,TP,L,9,0,9,-8.326672684688674e-17,-11.520000000000001
AL,2,L,0.3,3,4,1,stable,2,TP,L,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,L,0.3,4,5,1,stable,2,TP,L,8,0,8,-0.8,-11.520000000000001
AL,2,L,0.3,5,6,1,stable,2,TP,L,7,0,7,-1.44,-11.520000000000001
AL,2,L,0.3,6,7,1,stable,2,TP,L,8,0,8,-0.7999999999999998,-11.520000000000001
AL,2,L,0.3,7,8,1,stable,2,TP,L,9,0,9,1.3877787807814457e-16,-11.520000000000001
AL,2,L,0.3,8,9,1,stable,2,TP,L,6,0,6,-2.3999999999999995,-11.520000000000001
AL,2,L,0.3,9,10,1,stable,2,TP,L,6,0,6,-2.88,-11.520000000000001
AL,2,L,0.3,10,11,1,stable,2,TP,L,8,0,8,-0.8,-11.520000000000001
AL,2,L,0.3,11,12,1,stable,2,TP,L,11,0,11,0.8,-11.520000000000001
AL,2,L,0.3,12,13,1,stable,2,TP,L,7,0,7,-2.4,-11.520000000000001
AL,2,L,0.3,13,14,1,stable,2,TP,L,3,0,3,-6.24,-11.520000000000001
AL,2,L,0.3,14,15,1,stable,2,TP,L,4,0,4,-4.800000000000001,-11.520000000000001
AL,2,L,0.3,15,16,1,stable,2,TP,L,9,0,9,-0.16,-11.520000000000001
